id,state,country
76429131,Alberta,CA
76429141,Alberta,CA
76529662,,GB
56666871,CA,US
56680091,CA,
56708003,CA,US
56708003,CA,US
76549932,CA,US
76549942,CA,US
123345262,CA,US
76562702,CT,US
76562702,CT,US
76562712,CT,US
56667801,NY,US
56681071,NY,US
56720443,NY,US
56720443,NY,US
76602802,,FR
76604682,North Yorkshire,GB
76604702,North Yorkshire,GB
76604962,North Yorkshire,GB
76749932,North Yorkshire,GB
76753502,FL,US
76753502,FL,US
76753512,FL,US
76755282,,NL
76919301,Copenhagen,DK
76919301,Copenhagen,DK
76919311,Copenhagen,DK
76919631,Copenhagen,DK
77085611,NJ,US
77085611,NJ,US
77085621,NJ,US
77086321,FL,US
77086321,FL,US
77086331,FL,US
77086731,CT,US
77086731,CT,US
77086741,CT,US
56666881,NY,US
56680101,NY,US
56708033,NY,US
56708033,NY,US
77124101,WA,US
77124101,WA,US
77124111,WA,US
77125131,MA,US
77125131,MA,US
77125171,MA,US
77190512,CA,US
77190512,CA,US
77190522,CA,US
56667811,NY,US
56681081,NY,US
56720473,NY,US
56720473,NY,US
77341972,VA,US
77341972,VA,US
77341982,VA,US
77346482,OH,US
77346482,OH,US
77346492,OH,US
77348902,,NL
77348902,,NL
77348932,,DE
77349522,NRW,DE
77349001,NY,US
77349001,NY,US
77349011,NY,US
77354512,,GB
77357612,West Sussex,GB
77357612,West Sussex,GB
77357622,West Sussex,GB
77357932,West Sussex,GB
77357872,,GB
77364532,IL,US
77364532,IL,US
77364542,IL,US
77375072,Quebec,CA
77375082,Quebec,CA
120605212,alberta,CA
56708063,NY,US
56708063,NY,US
56777303,NY,US
56791533,NY,US
77375882,CA,US
77375892,CA,US
113001392,CA,US
77397252,NH,NL
77397252,NH,NL
77397262,NH,NL
77397312,NH,NL
56720503,CA,US
56720503,CA,US
56778523,CA,US
56792873,CA,US
77416572,CA,US
77416572,CA,US
77416582,CA,US
77420882,NY,US
77420882,NY,US
77420892,NY,US
77422422,SC,US
77422422,SC,US
77422432,SC,US
77429442,FL,US
77429442,FL,US
77429452,FL,US
77532202,CA,US
77532202,CA,US
77532212,CA,US
77532522,GA,US
77532522,GA,US
77532532,GA,US
77691812,London,GB
77691822,London,GB
77693572,London,GB
83392391,,GB
77770422,Ontario,CA
77770422,Ontario,CA
77770432,Ontario,CA
56666891,NY,US
56680111,NY,US
56708093,NY,US
56708093,NY,US
77891762,TX,US
77891762,TX,US
77891772,TX,US
77947792,CT,US
77947792,CT,US
77947802,CT,US
56604723,CA,US
56637903,CA,US
56720533,CA,US
56720533,CA,US
77950762,Paris,FR
77950762,Paris,FR
77950772,Paris,FR
77952122,Paris,FR
78068732,Wien,AT
78068732,Wien,AT
78068742,Wien,AT
78069032,Wien,AT
78133152,,FR
78142872,CA,US
78142872,CA,US
78142882,CA,US
78300631,Catalunya,ES
78300631,Catalunya,ES
78300641,Catalunya,ES
78300891,Catalunya,ES
78332471,CA,US
78332471,CA,US
78332481,CA,US
78455821,,BE
78468871,NY,US
78468881,NY,US
118186852,,GB
56666901,CA,US
56680121,CA,US
56708123,CA,US
56708123,CA,US
78482471,NJ,US
78482471,NJ,US
78482481,NY,US
96057672,NJ,US
78544942,NY,US
78544942,NY,US
78544952,NY,US
56604733,NSW,AU
56637913,NSW,AU
56720563,NSW,AU
56720563,NSW,AU
78621362,,GB
78621362,,GB
78621372,,GB
78622852,,GB
78762862,GA,US
78762862,GA,US
78762872,GA,US
78763712,FL,US
78763712,FL,US
78763742,FL,US
78767032,Barcelona,ES
78767042,Barcelona,ES
78767572,Barcelona,ES
108031822,Barcelona,ES
78770782,NY,US
78770792,NY,US
78770782,NY,US
78771552,CA,US
78771552,CA,US
78771562,CA,US
78855761,,ES
78860381,,GB
56708153,NY,US
56708153,NY,US
56777313,NY,
78926311,,NL
78927031,,FR
56667821,NY,US
56681091,NY,US
56720593,NY,US
107795562,NY,US
78931381,New South Wales,AU
78931381,New South Wales,AU
78931391,New South Wales,AU
78931621,New South Wales,AU
78933181,,GB
78935511,,PT
79016751,NY,US
79016751,NY,US
79016761,NY,US
79092851,NJ,US
79092851,NJ,US
79092861,NJ,US
79139731,NY,US
79139731,NY,US
79139741,NY,US
79298592,Bangkok,TH
79298592,Bangkok,TH
79298602,Bangkok,TH
79298882,Bangkok,TH
79488122,NY,US
79488122,NY,US
79488132,NY,US
79526632,NY,US
79526642,NY,US
79526632,NY,US
56708183,NY,US
56708183,NY,US
56777323,NY,US
56791543,NY,US
79552212,NY,US
79552212,NY,US
79552222,NY,US
79656482,TX,US
79656482,TX,US
79656492,TX,US
56604753,Ixelles,BE
56720623,,BE
56720623,,BE
79656842,FL,US
79656842,FL,US
79656852,FL,US
79658162,CA,US
79658162,CA,US
79658172,CA,US
80154571,,GB
80199811,FL,US
80199811,FL,US
80199821,FL,US
80445531,,GB
80445531,,GB
80445651,,GB
80538412,NJ,US
80538412,NJ,US
80538422,NJ,US
80539462,CA,US
80539462,CA,US
80539472,CA,US
80592652,Copenhagen,DK
80592652,Copenhagen,DK
80592662,Copenhagen,DK
80596652,London,GB
80596652,London,GB
80596662,London,GB
80597672,London,GB
56708213,NY,US
56708213,NY,US
80684372,CA,US
80684372,CA,US
80684382,CA,US
80685022,CA,US
80685022,CA,US
80685032,CA,US
56724723,NY,US
56724723,NY,US
80685152,CA,US
80685152,CA,US
80685162,CA,US
80786862,NY,US
80786862,NY,US
80786872,NY,US
80790762,TX,US
80790762,TX,US
80790772,TX,US
80791852,NY,US
80791852,NY,US
80791872,NY,US
80848422,London,GB
80848432,London,GB
80848462,London,GB
80923881,Madrid,ES
56666911,NY,US
56680131,NY,US
56708243,NY,US
56708243,NY,US
80848762,IDF,FR
80848762,IDF,FR
80848772,IDF,FR
80848852,IDF,FR
80942121,CA,US
80942121,CA,US
80942141,CA,US
56724743,FL,US
56724743,FL,US
56778533,FL,US
56792883,FL,US
80984941,,FR
81027241,NY,US
81027241,NY,US
81027291,NY,US
81089981,Quebec,CA
81089981,Quebec,CA
81089991,Quebec,CA
81226371,,GB
81232711,Madrid,ES
81232711,Madrid,ES
81232721,Madrid,ES
81232941,Madrid,ES
81652762,NY,US
81652762,NY,US
81652772,NY,US
81655181,NY,US
81655181,NY,US
81655191,NY,US
82241441,,GB
56705013,NY,US
56705013,NY,US
56666921,FL,US
56680141,FL,
56708273,FL,US
56708273,FL,US
82252221,Noord Brabant,NL
82252221,Noord Brabant,NL
82252231,Noord Brabant,NL
82252421,,NL
82331881,FL,US
82331881,FL,US
82331891,FL,US
56604763,FL,US
56637943,FL,US
56724763,FL,US
56724763,FL,US
82339471,NY,US
82339471,NY,US
82339481,NY,US
82508691,TN,US
82508691,TN,US
82508701,TN,US
82532511,FL,US
82532511,FL,US
82532521,FL,US
82532741,TX,US
82532741,TX,US
82532751,TX,US
82572331,Cranleigh,GB
82572331,Cranleigh,GB
82572341,Cranleigh,GB
82572451,Cranleigh,GB
82638942,,GB
82640632,Bavaria,DE
82640632,Bavaria,DE
82640642,Bavaria,DE
82640892,Bavaria,DE
56708303,NY,US
56708303,NY,US
82705092,Somerset,GB
82705092,Somerset,GB
82705102,Somerset,GB
82705372,Somerset,GB
82729962,NY,US
82729962,NY,US
82729972,NY,US
56667831,FL,US
56681101,FL,US
56724783,FL,US
56724783,FL,US
82752652,GA,US
82752652,GA,US
82752662,GA,US
82925172,FL,US
82925172,FL,US
82925182,FL,US
82925862,NJ,US
82925862,NJ,US
82925872,NJ,US
82926162,NY,US
82926162,NY,US
82926172,NY,US
82926542,CA,US
82926542,CA,US
82926552,CA,US
82927292,NC,US
82927302,NC,US
82927292,NC,US
83023681,SC,US
83023681,SC,US
83023691,SC,US
83137081,MI,US
83137081,MI,US
83137091,MI,US
56708333,CA,US
56708333,CA,US
56777333,CA,US
56791553,CA,US
83152421,TX,US
83152421,TX,US
83152431,TX,US
56667841,MN,US
56681111,MN,US
56724803,MN,US
56724803,MN,US
83352271,CA,US
83352271,CA,US
83352281,CA,US
83353761,MD,US
83353761,MD,US
83353771,MD,US
83482972,IL,US
83482972,IL,US
83482982,IL,US
83494962,CA,US
83494972,CA,US
83550152,CA,US
83629552,NY,US
83629562,NY,US
83629552,NY,US
83631872,NY,US
83631872,NY,US
83631882,NY,US
83753262,Surrey,GB
83753262,Surrey,GB
83753272,Surrey,GB
83753432,Surrey,GB
83878871,,MX
83878881,,MX
83879031,,MX
117425532,Mexico,MX
56708363,NY,US
56708363,NY,US
56777343,NY,US
56791563,NY,
83879531,MN,US
83879531,MN,US
83879541,IN,US
83879801,MN,US
83880961,IA,US
83880961,IA,US
83880971,IA,US
83881151,IA,US
56724823,NM,US
56724823,NM,US
56778543,NM,US
56792893,NM,US
83953511,CA,US
83953511,CA,US
83953521,CA,US
83953691,CA,US
83954571,GA,US
83954571,GA,US
83954581,GA,US
83954651,GA,US
84142831,Quebec,CA
84142831,Quebec,CA
84142841,Quebec,CA
84188371,CA,US
84188371,CA,US
84188381,CA,US
84189721,Ontario,CA
84189721,Ontario,CA
84189731,Ontario,CA
84223671,VA,US
84223671,VA,US
84223701,VA,US
84293782,DC,US
84293782,DC,US
84293792,DC,US
84562722,Ontario,CA
84562722,Ontario,CA
84562732,Ontario,CA
56666931,FL,US
56680151,FL,US
56708393,FL,US
56708393,FL,US
84624432,,IT
84627022,Vienna,AT
84627022,Vienna,AT
84627032,Vienna,AT
84627112,Vienna,AT
56667851,FL,US
56681121,FL,US
56724843,FL,US
56724843,FL,US
84691871,France,FR
84691871,France,FR
84691881,France,FR
84691931,France,FR
84737381,FL,US
84737381,FL,US
84737391,FL,US
85072612,Victoria,AU
85072612,Victoria,AU
85072622,Victoria,AU
85072742,Victoria,AU
85351552,Illes Baleares,ES
85351552,Illes Baleares,ES
85351562,Illes Baleares,ES
85351682,Illes Baleares,ES
85710981,AZ,US
85710981,AZ,US
85710991,AZ,US
85845612,IL,US
85845612,IL,US
85845622,IL,US
85898652,NY,US
85898662,NY,US
85901722,NY,US
86057662,,GB
86130352,Noord Brabant,NL
86130352,Noord Brabant,NL
86130362,Noord Brabant,NL
86130392,Noord Brabant,NL
56708423,NY,US
56708423,NY,US
56777353,NY,US
56791573,NY,US
86263701,NV,US
86263701,NV,US
86263711,NV,US
56604803,NY,US
56637983,NY,US
56724863,NY,US
56724863,NY,US
86264101,CT,US
86264101,CT,US
86264111,CT,US
86267521,NJ,US
86267521,NJ,US
86267531,NJ,US
86269481,FL,US
86269481,FL,US
86269491,FL,US
86323841,IL,US
86323841,IL,US
86323851,IL,US
86344681,Quebec,CA
86344681,Quebec,CA
86344691,Quebec,CA
86344961,British Columbia,CA
86344961,British Columbia,CA
86344971,British Columbia,CA
86346371,CA,US
86346371,CA,US
86346381,CA,US
56680161,IL,US
56708453,IL,US
56708453,IL,US
86347151,CT,US
86347151,CT,US
86347161,CT,US
86347661,CA,US
86347661,CA,US
86347671,CA,US
56667861,WY,US
56681131,WY,US
56724873,WY,US
56724873,WY,US
86353971,FL,US
86353971,FL,US
86353981,FL,US
86473791,MI,US
86473791,MI,US
86473801,MI,US
86474231,MI,US
86475541,CO,US
86475551,CO,US
86475721,CO,US
119034372,CO,US
86518291,,CA
86518551,NY,US
86518551,NY,US
86518561,NY,US
86518601,NY,US
86522811,NY,US
86522811,NY,US
86522821,NY,US
86522911,NY,US
86524711,NJ,US
86524711,NJ,US
86524721,NJ,US
86524911,NJ,US
56708483,NC,US
56708483,NC,US
56791583,NC,US
86525371,CO,US
86525371,CO,US
86525381,CO,US
86525461,CO,US
86532201,Girona,ES
86532201,Girona,ES
86532271,Girona,ES
86532911,Girona,ES
86564082,CA,US
86564082,CA,US
86564092,CA,US
86564102,CA,US
56724893,NSW,AU
56724893,NSW,AU
56778553,NSW,AU
56792903,NSW,AU
86624782,OH,US
86624782,OH,US
86624792,OH,US
86624802,OH,US
86624912,NY,US
86624912,NY,US
86624922,NY,US
86624972,NY,US
86625502,NY,US
86625502,NY,US
86625512,NY,US
86625602,NY,US
86625782,UT,US
86625782,UT,US
86625792,UT,US
86626392,VA,US
86626392,VA,US
86626402,VT,US
86626492,VA,US
86626742,GA,US
86626742,GA,US
86626752,GA,US
86626822,GA,US
86856912,NY,US
86856912,NY,US
86856922,NY,US
87403111,Ontario,CA
87403111,Ontario,CA
87403121,Ontario,CA
56666941,NM,US
56680171,NM,
56708513,NM,US
56708513,NM,US
56724913,NY,US
56724913,NY,US
87586861,NY,US
87586861,NY,US
87586871,NY,US
87806582,NY,US
87806582,NY,US
87806592,NY,US
88034462,NY,US
88034462,NY,US
88034472,NY,US
88297241,LA,US
88297241,LA,US
88297251,LA,US
88909691,CA,US
88909691,CA,US
88909701,CA,US
89506032,NY,US
89506032,NY,US
89506042,NY,US
89990081,MI,US
89990081,MI,US
89990091,MI,US
89990251,MI,US
90146992,,GB
90146992,,GB
90945922,DE,US
90945922,DE,US
90945932,DE,US
91006002,NC,US
91006002,NC,US
91006012,NC,US
56708543,CA,US
56708543,CA,US
56791593,CA,US
91201892,,FR
91201892,,FR
56724933,CO,US
56724933,CO,US
56778563,CO,US
56792913,CO,US
91394211,CA,US
91394211,CA,US
91394221,CA,US
91396161,NY,US
91396161,NY,US
91396181,NY,US
91472361,FL,US
91472361,FL,US
91472371,FL,US
91472571,FL,US
91472571,FL,US
91472581,FL,US
91643491,Sachsen Anhalt,DE
91643491,Sachsen Anhalt,DE
91643501,Sachsen Anhalt,DE
91788682,NY,US
91788682,NY,US
91788692,NY,US
91988192,CA,US
91988202,CA,US
91988192,CA,US
92658972,NY,US
92658972,NY,US
92658982,NY,US
56705043,NY,US
56705043,NY,US
56777073,NY,212.628.4000
56791183,NY,US
56666951,CA,US
56680181,CA,US
56708573,CA,US
56708573,CA,US
93030712,CA,US
93030722,CA,US
93030722,CA,US
93031722,TX,US
93031722,TX,US
93031732,TX,US
56724953,NY,US
56724953,NY,US
56778573,NY,US
56792923,NY,US
93032362,NY,US
93032362,NY,US
93032372,NY,US
93093382,NY,US
93093392,NY,US
93093392,NY,US
93286392,,DE
121766932,Bavaria,DE
93380461,CA,US
93380461,CA,US
93380471,CA,US
93807872,,ES
93836082,NJ,US
93836082,NJ,US
93836092,NJ,US
93837812,CO,US
93837812,CO,US
93837822,CO,US
93838202,CO,US
93838202,CO,US
93838212,CO,US
93983252,TX,US
93983252,TX,US
93983262,TX,US
56708603,NY,US
56708603,NY,US
56791603,NY,US
93984482,,ES
93984482,,ES
93984492,,ES
94291801,NY,US
94291801,NY,US
94291811,NY,US
56667871,NM,US
56681141,NM,US
56724973,NM,US
111975892,UT,US
94293741,NY,US
94293751,NY,US
94293751,NY,US
94368961,UT,US
94368971,UT,US
94506911,UT,US
94457611,CA,US
94457621,CA,US
94457621,CA,US
94600542,NY,US
94600542,NY,US
94600552,NY,US
94795382,,BE
94795382,,BE
94932362,OH,US
94932362,OH,US
94932372,OH,US
95125642,MA,US
95125642,MA,US
95125652,ME,US
95302641,,FR
95302641,,FR
95302651,,FR
95303041,,FR
56708633,WA,US
56708633,WA,US
56791613,WA,US
95525841,NY,US
95525851,NY,US
95525841,NY,US
95526401,CA,US
95526411,CA,US
123973252,FL,US
95768042,CA,US
95768042,CA,US
95768052,CA,US
56604833,,DE
56724993,,DE
56724993,,DE
96112842,,GB
96112842,,GB
96112852,,GB
96112882,,GB
96114712,NY,US
96114712,NY,US
96114722,NY,US
96325091,,IT
96636711,CA,US
96636711,CA,US
96636721,CA,US
96746922,CA,US
96746922,CA,US
96746932,CA,US
96750302,GA,US
96750312,UT,US
97420092,Utah,
121613122,GA,US
96818042,NY,US
96818052,NY,US
124776082,CT,US
97870092,NY,US
97870092,NY,US
97870102,NY,US
56708663,NY,US
56708663,NY,US
56777363,NY,US
56791623,NY,US
97871312,FL,US
97871312,FL,US
97871322,FL,US
56725013,NY,US
56725013,NY,US
56778583,NY,US
56792933,NY,US
97871972,MA,US
97871972,MA,US
97871982,MA,US
98462641,NY,US
98462641,NY,US
98462651,NY,US
98463541,MA,US
98463541,MA,US
98463551,MA,US
98949812,DC,US
98949822,DC,US
98949812,DC,US
99119801,GA,US
99119801,GA,US
99119811,GA,US
99122431,NY,US
99122431,NY,US
99122441,NY,US
56708693,NY,US
56708693,NY,US
56791633,NY,US
99351041,MA,US
99351041,MA,US
99351051,MA,US
56667881,NM,US
56681151,NM,US
56725033,NM,US
56725033,NM,US
99440771,CT,US
99440771,CT,US
99440781,CT,US
99586872,NY,US
99586872,NY,US
99586882,NY,US
99844802,Ontario,CA
99844802,Ontario,CA
99844812,Ontario,CA
99867792,NY,US
99867792,NY,US
99867802,NY,US
99998831,,FR
99998831,,FR
100158001,NY,US
100158001,NY,US
100158011,NY,US
100600652,NY,US
100600652,NY,US
100600662,NY,US
56708723,CA,US
56708723,CA,US
56725053,NM,US
56725053,NM,US
56778593,NM,US
56792943,NM,US
101401362,FL,US
101401362,FL,US
101401372,FL,US
101501482,FL,US
101501492,FL,US
109702602,FL,US
101773542,NY,US
101773542,NY,US
101773552,NY,US
102317062,CA,US
102317062,CA,US
102317072,CA,US
102824712,CT,US
102824722,CT,US
102824722,CT,US
56603583,FL,US
56636793,FL,US
56708753,FL,US
56708753,FL,US
102935652,London,GB
102935652,London,GB
102936372,NY,US
102936372,NY,US
102936382,NY,US
56725073,MD,US
56725073,MD,US
56778603,MD,US
56792953,MD,US
103399522,CT,US
103399532,CT,US
103399532,CT,US
103840872,FL,US
103840882,FL,US
103840882,FL,US
103914832,IL,US
103914842,IL,US
105431152,IL,US
103926692,CA,US
103926692,CA,US
103926702,CA,US
104181992,OR,US
104181992,OR,US
104182002,OR,US
104182222,CA,US
104182232,CA,US
111285762,NM,US
56666961,AZ,US
56680191,AZ,US
56708783,AZ,US
56708783,AZ,US
104774692,NY,US
104774692,NY,US
104774702,NY,US
104781832,NY,US
104781842,NY,US
104781842,NY,US
56725093,AZ,US
56725093,AZ,US
104794112,FL,US
104794112,FL,US
104794122,FL,US
105040912,CA,US
105040922,CA,US
105044462,CA,US
105062442,MD,US
105062442,MD,US
105062452,MD,US
105183422,NM,US
105183422,NM,US
105183432,NM,US
105186452,CA,US
105186452,CA,US
105186462,CA,US
105188272,NSW,AU
105188272,NSW,AU
105188282,NSW,AU
56666971,NY,US
56680201,NY,US
56708833,NY,US
56708833,NY,US
105376152,CA,US
105376152,CA,US
105376162,CA,US
105854272,GA,US
105854272,GA,US
105854282,GA,US
56725113,CA,US
56725113,CA,US
56778613,CA,US
56792963,CA,US
106383082,SC,US
106383082,SC,US
106383092,SC,US
106488662,IL,US
106488662,IL,US
106488672,IL,US
106663482,IL,US
106663482,IL,US
106663492,IL,US
106664572,FL,US
106664582,FL,US
124599472,NY,US
107339922,CO,US
107339922,CO,US
107339932,CO,US
107570082,CT,US
107570082,CT,US
107570092,CT,US
56708863,,GB
56708863,,GB
108069792,NY,US
108069792,NY,US
108074242,FL,US
108074242,FL,US
56667891,NY,US
56681161,NY,US
56725133,NY,US
56725133,NY,US
108087712,FL,US
108087712,FL,US
108827852,NY,US
108827852,NY,US
108827862,NY,US
109011322,CT,US
109011322,CT,US
109011332,CT,US
109107722,UT,US
109107722,UT,US
109107732,UT,US
109234452,NY,US
109234462,NY,US
118920482,NY,US
109678822,,DE
109678822,,DE
109680042,,GB
109680042,,GB
109680052,,IT
56666431,CA,US
56679901,CA,US
56705083,CA,US
56705083,CA,US
56666981,OH,
56680211,OH,US
56708893,OH,US
56708893,OH,US
109975772,NY,US
109975772,NY,US
109975782,NY,US
56725153,,GB
56725153,,GB
56792973,,AT
109978662,PA,US
109978662,PA,US
109978672,PA,US
110052742,LA,US
110052742,LA,US
110052752,LA,US
110122042,CA,US
110122052,CA,US
124265462,WA,US
110265632,TX,US
110265632,TX,US
110265642,TX,US
110446052,UT,US
110446062,UT,US
111940002,UT,US
110830822,,FR
110920092,NM,US
110920082,NM,US
111835512,NM,US
111537882,NY,US
111537882,NY,US
111537892,NY,US
56666991,NY,US
56680221,NY,US
56708923,NY,US
56708923,NY,US
